,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
517,100.0,0.0,431131,0,0,-3,3,1,3,0.0,0.0,0,Moussa,0.0,438,False,,2020-07-07T14:30:18.268112Z,52,431131.jpg,2.2,Djenepo,0.1,False,,a,16,20,40,30838,0,34647,0,0.0,7.7,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9,299,125,234,139,161,94,256,122
518,100.0,0.0,167075,0,0,-3,3,0,2,0.0,0.0,0,Wesley,0.0,485,False,,2019-09-02T23:30:15.561045Z,42,167075.jpg,0.0,Hoedt,0.0,False,,a,16,20,0,1221,0,5152,0,0.0,0.0,Hoedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,569,213,553,213,527,207,571,213
519,100.0,0.0,128198,0,0,0,0,0,3,0.0,0.0,0,Sofiane,0.0,508,False,,2020-06-26T12:30:28.282398Z,55,128198.jpg,1.7,Boufal,0.1,False,,a,16,20,34,16381,0,18958,0,0.0,6.2,Boufal,753,0,3,1,17,0,0,0,2,0,0,0,99,149.4,203.7,267.0,62.0,349,146,196,123,152,86,263,125
520,100.0,100.0,135720,0,0,-3,3,0,2,0.0,0.0,0,Kevin,0.0,532,False,,2019-12-19T15:00:20.159210Z,42,135720.jpg,1.5,Danso,0.0,False,,a,16,20,9,4642,0,4445,0,0.0,2.1,Danso,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26.0,6.0,8.9,416,157,391,145,429,158,430,159
521,,,200088,0,0,-1,1,0,4,0.0,0.0,0,Daniel,0.0,535,False,,,44,200088.jpg,0.0,N'Lundulu,0.1,False,,a,16,20,0,11564,0,10124,0,0.0,0.0,N'Lundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,591,77,581,78,564,76,594,77
522,,,198044,0,0,0,0,0,1,0.0,0.0,0,Harry,0.0,548,False,,,40,198044.jpg,0.0,Lewis,0.1,False,,a,16,20,0,15829,0,9759,0,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,46,515,25,484,17,535,46
523,100.0,100.0,214466,0,0,0,0,0,3,1.8,3.0,7,William,3.0,584,False,,2020-03-05T14:00:19.615123Z,45,214466.jpg,2.7,Smallbone,0.0,False,,a,16,20,24,2421,0,1242,0,0.7,5.3,Smallbone,389,0,2,3,4,0,0,0,0,0,0,1,84,70.2,53.2,43.0,16.5,406,169,342,174,359,171,405,175
524,0.0,0.0,203389,0,0,0,0,0,3,0.0,0.0,0,Nathan,0.0,633,False,Contract with club expired on 30/6,2020-06-30T23:30:24.100435Z,45,203389.jpg,1.0,Tella,0.0,False,,u,16,20,1,75,0,60,0,0.0,0.2,Tella,2,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.0,17.0,2.0,492,207,597,237,401,186,477,199
525,,,214470,0,0,0,0,0,2,0.3,0.7,0,Jake,0.7,645,False,,,40,214470.jpg,2.0,Vokins,0.0,False,,a,16,20,2,2046,0,734,0,0.2,0.5,Vokins,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,16.7,3.0,2.8,469,176,409,153,440,164,469,173
526,,,449781,0,0,0,0,0,3,0.0,0.0,0,Alexandre,0.0,649,False,,,45,449781.jpg,0.0,Jankewitz,0.0,False,,a,16,20,0,45,0,22,0,0.0,0.0,Jankewitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,630,254,619,255,608,251,632,256
527,,,422306,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,654,False,,,45,422306.jpg,0.0,Ferry,0.0,False,,a,16,20,0,67,0,27,0,0.0,0.0,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,623,250,613,251,599,245,625,252
528,,,174590,0,0,0,0,0,3,0.0,0.0,0,Jacob,0.0,663,False,,,45,174590.jpg,0.0,Maddox,0.0,False,,a,16,20,0,22,0,4,0,0.0,0.0,Maddox,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,603,234,593,235,579,229,605,236
529,100.0,100.0,115556,0,0,-2,2,0,2,3.8,3.5,2,Ben,3.0,329,False,,2020-03-08T15:00:19.273544Z,53,115556.jpg,2.3,Davies,0.3,False,,a,17,6,41,24706,0,21239,0,0.6,7.7,Davies,1430,0,0,4,19,0,0,0,6,0,0,2,223,279.8,172.4,94.0,54.4,256,99,220,55,291,91,285,92
530,100.0,100.0,39194,0,0,-3,3,2,2,2.2,0.8,0,Jan,0.3,330,False,,2019-11-01T14:00:13.161821Z,52,39194.jpg,2.7,Vertonghen,1.5,False,,a,17,6,62,137334,0,275712,0,0.1,11.9,Vertonghen,1644,1,1,4,24,0,0,0,2,0,0,5,346,398.4,56.1,63.0,51.9,186,68,336,114,331,113,296,98
531,,,55605,0,0,-2,2,2,2,5.5,3.2,1,Toby,2.7,331,False,,,53,55605.jpg,2.9,Alderweireld,5.0,False,,a,17,6,97,406664,0,589063,0,0.5,18.3,Alderweireld,2957,2,2,7,39,1,0,0,7,0,0,6,576,773.6,196.0,182.0,115.2,33,7,201,48,213,46,117,26
532,100.0,100.0,173904,0,0,-2,2,1,2,2.2,3.2,1,Davinson,2.7,333,False,,2020-03-11T11:00:17.618134Z,53,173904.jpg,2.2,Sánchez,1.0,False,,a,17,6,64,62815,0,92382,0,0.5,12.1,Sánchez,2431,0,2,4,37,0,0,0,6,0,0,4,443,550.0,31.0,82.0,66.5,104,41,374,134,302,95,245,75
533,0.0,0.0,77794,0,0,0,0,0,2,0.0,0.0,0,Kieran,0.0,334,False,Joined Atletico Madrid on a permanent deal on 17/7,2019-07-18T09:00:08.860585Z,55,77794.jpg,0.0,Trippier,0.1,False,,u,17,6,0,1946,0,15746,0,0.0,0.0,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,661,224,662,224,660,224,662,224
534,100.0,100.0,234908,0,0,-2,2,0,2,0.5,0.5,0,Juan,0.0,335,False,,2020-06-22T13:30:22.464829Z,48,234908.jpg,0.8,Foyth,0.0,False,,a,17,6,3,2847,0,4198,0,0.0,0.6,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1,453,171,420,159,634,218,466,171
535,100.0,100.0,80226,0,0,1,-1,1,2,4.8,3.8,2,Serge,3.3,336,False,,2020-07-17T13:30:18.133778Z,51,80226.jpg,3.8,Aurier,7.7,False,,a,17,6,124,1604925,0,1115196,0,0.6,24.3,Aurier,2699,1,7,9,33,1,0,0,2,1,0,15,623,655.2,508.1,252.0,141.6,60,23,53,10,160,24,79,11
536,100.0,100.0,78830,0,0,0,0,4,4,6.8,11.8,9,Harry,11.3,338,False,,2020-01-01T17:30:18.573337Z,110,78830.jpg,5.4,Kane,13.1,False,,a,17,6,158,2319478,0,3350838,0,1.0,14.4,Kane,2588,18,2,6,36,0,0,0,4,0,0,26,587,843.8,391.0,1071.0,230.6,24,6,103,14,23,14,26,9
537,0.0,0.0,165990,0,0,0,0,0,4,0.0,0.0,0,Vincent,0.0,339,False,Joined Monterrey on a permanent deal on 23/7,2019-07-30T07:00:10.626522Z,45,165990.jpg,0.0,Janssen,0.1,False,,u,17,6,0,3159,0,9523,0,0.0,0.0,Janssen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602,80,592,81,578,80,604,80
538,100.0,100.0,37915,0,0,-2,2,1,1,6.0,5.5,2,Hugo,5.0,340,False,,2020-03-01T14:30:24.052498Z,53,37915.jpg,4.7,Lloris,4.1,False,,a,17,6,98,339679,0,698713,0,0.9,18.5,Lloris,1808,0,0,6,21,0,1,0,0,0,80,13,422,564.6,0.0,0.0,56.5,91,16,655,70,653,68,279,16
539,,,102884,0,0,-4,4,1,1,0.5,0.5,0,Paulo,0.0,341,False,,,41,102884.jpg,3.2,Gazzaniga,1.5,False,,a,17,6,58,555624,0,497405,0,0.0,14.1,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1,156,21,427,7,504,24,315,21
540,100.0,100.0,85971,0,0,2,-2,5,3,6.7,5.8,2,Heung-Min,5.3,342,False,,2020-02-18T12:00:16.397536Z,97,85971.jpg,5.6,Son,8.5,False,,a,17,6,169,3782131,0,3412666,0,0.5,17.4,Son,2478,11,13,7,32,0,0,1,0,2,0,18,544,800.6,606.1,1144.0,254.6,32,11,32,26,18,6,18,10
541,0.0,0.0,80607,0,0,-4,4,0,3,0.0,0.0,0,Christian,0.0,343,False,Joined Inter Milan on a permanent deal on 28/1,2020-01-28T13:30:20.762908Z,86,80607.jpg,2.4,Eriksen,2.3,False,,u,17,6,48,143255,0,455757,0,0.0,5.6,Eriksen,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3,271,110,117,75,179,98,195,100
542,100.0,100.0,108823,0,0,-2,2,2,3,0.7,0.8,1,Bamidele,0.3,344,False,,2020-07-07T09:00:17.211647Z,83,108823.jpg,4.7,Alli,2.7,False,,a,17,6,117,1729296,0,1643325,0,0.0,14.1,Alli,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627.0,148.9,118,39,126,79,56,29,70,41
543,100.0,100.0,95715,0,0,-5,5,1,3,3.7,4.8,2,Lucas,4.3,345,False,,2020-06-19T22:00:14.686541Z,70,95715.jpg,2.9,Rodrigues Moura da Silva,4.1,False,,a,17,6,100,836917,0,1295318,0,0.6,14.3,Lucas Moura,2235,4,5,6,29,0,0,0,3,0,0,3,330,494.6,477.1,751.0,172.1,137,51,64,47,43,20,52,29
544,100.0,100.0,62974,0,0,-3,3,1,3,2.3,2.2,0,Erik,1.7,346,False,,2020-02-05T19:00:22.788643Z,57,62974.jpg,2.6,Lamela,1.1,False,,a,17,6,65,500233,0,523372,0,0.3,11.4,Lamela,1203,2,5,5,12,0,0,0,3,0,0,2,220,226.2,284.2,337.0,84.5,296,123,149,94,120,63,189,97
545,100.0,100.0,157668,0,0,-3,3,0,3,2.5,2.8,2,Harry,2.3,347,False,,2020-01-22T22:00:22.005033Z,52,157668.jpg,1.7,Winks,0.3,False,,a,17,6,52,21085,0,34189,0,0.4,10.0,Winks,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74.0,76.1,203,82,128,80,315,154,211,108
546,0.0,0.0,54756,0,0,-3,3,0,3,0.0,0.0,0,Victor,0.0,348,False,Joined Montreal Impact on a permanent deal on 3/3,2020-03-03T22:30:26.929361Z,47,54756.jpg,0.5,Wanyama,0.1,False,,u,17,6,1,5469,0,8878,0,0.0,0.2,Wanyama,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0.0,0.2,501,214,471,211,622,258,505,217
547,100.0,100.0,45268,0,0,-2,2,0,3,2.7,2.8,2,Moussa,2.3,349,False,,2020-01-05T22:00:20.348120Z,48,45268.jpg,2.4,Sissoko,1.3,False,,a,17,6,69,236174,0,303943,0,0.5,14.4,Sissoko,2451,2,1,7,31,0,0,0,8,0,0,0,386,346.0,275.7,189.0,81.0,216,89,152,96,207,112,200,103
548,100.0,100.0,93264,0,0,-2,2,0,3,1.3,0.8,1,Eric,0.3,350,False,,2020-07-08T15:30:24.235288Z,48,93264.jpg,1.9,Dier,0.2,False,,a,17,6,36,16812,0,23391,0,0.1,7.5,Dier,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56.0,45.6,243,99,280,155,341,163,317,142
549,100.0,0.0,168764,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,351,False,,2019-07-02T09:00:13.289180Z,44,168764.jpg,0.0,Amos,0.0,False,,a,17,6,0,1342,0,1661,0,0.0,0.0,Amos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,586,225,576,226,558,220,589,228
550,,,209042,0,0,-3,3,0,3,0.8,1.2,1,Oliver,0.7,352,False,,,42,209042.jpg,1.0,Skipp,0.6,False,,a,17,6,7,59396,0,60759,0,0.2,1.7,Skipp,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0.0,1.8,459,192,460,206,530,211,479,200
551,100.0,0.0,231372,0,0,-2,2,0,3,0.0,0.0,0,Tanguy,0.0,442,False,,2020-07-14T12:30:21.809810Z,58,231372.jpg,2.1,Ndombele,2.2,False,,a,17,6,45,591187,0,834748,0,0.0,7.8,Ndombele,1002,2,2,1,17,0,0,0,3,0,0,2,220,274.2,194.8,122.0,59.2,259,105,203,125,259,135,272,132
552,0.0,100.0,447235,0,0,-2,2,0,4,0.5,0.5,0,Troy,0.0,509,False,Joined Millwall on loan until the end of the season on 1/8. - Expected back 01 Jul,2020-08-11T00:30:13.385804Z,43,447235.jpg,1.0,Parrott,0.7,False,,n,17,6,2,90241,0,107260,0,0.0,0.5,Parrott,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0.0,0.0,503,73,482,75,553,75,588,76
553,100.0,100.0,200826,0,0,-2,2,0,3,3.7,5.5,6,Giovani,5.0,523,False,,2020-07-10T23:00:25.492701Z,73,200826.jpg,1.9,Lo Celso,0.4,False,,a,17,6,54,39400,0,63222,0,0.7,7.4,Lo Celso,1482,0,3,6,18,0,0,0,6,0,0,3,250,303.2,459.4,176.0,93.9,239,97,67,50,218,115,166,85
554,100.0,100.0,184349,0,0,-1,1,0,3,0.5,0.5,0,Ryan,0.0,524,False,,2020-02-22T15:00:17.445711Z,54,184349.jpg,1.5,Sessegnon,0.1,False,,a,17,6,9,5873,0,21275,0,0.0,1.7,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,427,178,361,180,367,174,417,180
555,0.0,0.0,168566,0,0,0,0,0,3,0.0,0.0,0,Georges-Kévin,0.0,527,False,Joined Besiktas on a permanent deal on 22/8,2019-08-22T12:30:17.630601Z,50,168566.jpg,1.0,Nkoudou,0.0,False,,u,17,6,1,1788,0,2547,0,0.0,0.2,Nkoudou,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8,651,267,647,268,398,185,480,201
556,,,175941,0,0,0,0,0,1,0.5,0.5,0,Alfie,0.0,543,False,,,40,175941.jpg,0.0,Whiteman,0.5,False,,a,17,6,0,46715,0,27391,0,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,531,45,513,24,482,16,533,45
557,100.0,100.0,39215,0,0,-3,3,0,1,0.5,0.5,0,Michel,0.0,555,False,,2019-11-21T14:30:20.107084Z,42,39215.jpg,0.0,Vorm,0.0,False,,a,17,6,0,3559,0,3236,0,0.0,0.0,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,558,57,542,38,514,32,560,57
558,,,214572,0,0,0,0,0,1,0.5,0.5,0,Brandon,0.0,558,False,,,40,214572.jpg,0.0,Austin,0.2,False,,a,17,6,0,18000,0,11275,0,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,47,518,26,487,18,538,47
559,100.0,100.0,199584,0,0,-1,1,0,2,0.5,0.5,0,Japhet,0.0,583,False,,2020-06-15T16:00:16.549558Z,39,199584.jpg,2.8,Tanganga,1.3,False,,a,17,6,17,313123,0,225861,0,0.0,4.4,Tanganga,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20.0,17.1,354,137,408,152,390,141,402,148
560,,,195774,0,0,-4,4,0,3,0.8,0.8,0,Gedson,0.3,605,False,,,46,195774.jpg,1.0,Carvalho Fernandes,0.0,False,,a,17,6,7,6845,0,5346,0,0.1,1.5,Fernandes,62,0,0,0,1,0,0,0,0,0,0,0,20,17.2,34.3,20.0,7.2,457,191,370,183,393,183,438,187
561,100.0,100.0,194252,0,0,-6,6,0,3,1.8,2.5,1,Steven,2.0,615,False,,2020-03-08T15:00:19.797089Z,69,194252.jpg,3.1,Bergwijn,0.8,False,,a,17,6,43,364933,0,314011,0,0.3,6.2,Bergwijn,699,3,1,2,9,0,0,0,2,0,0,5,141,174.2,187.3,147.0,50.8,332,141,207,128,239,125,302,139
562,,,448791,0,0,0,0,0,3,0.5,0.5,0,Harvey,0.0,634,False,,,45,448791.jpg,0.0,White,0.0,False,,a,17,6,0,231,0,128,0,0.0,0.0,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,629,253,618,254,607,250,631,255
563,,,461195,0,0,0,0,0,2,0.5,0.5,0,Dennis,0.0,655,False,,,40,461195.jpg,0.0,Cirkin,0.0,False,,a,17,6,0,601,0,240,0,0.0,0.0,Cirkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,550,209,532,210,501,201,552,209
564,0.0,0.0,40868,0,0,-4,4,0,2,0.0,0.0,0,José,0.0,353,False,Contract with club expired on 24/7,2020-07-24T18:00:21.751761Z,46,40868.jpg,1.5,Holebas,0.7,False,,u,18,57,21,23552,0,242400,0,0.0,4.6,Holebas,1022,0,1,2,28,0,0,0,5,0,0,0,153,171.4,208.4,62.0,44.1,333,128,193,45,333,115,322,110
565,100.0,100.0,85624,0,0,-2,2,1,2,0.5,0.2,1,Christian,0.7,354,False,,2020-01-02T14:30:15.835545Z,43,85624.jpg,2.7,Kabasele,0.5,False,,a,18,57,73,91716,0,77584,0,0.2,17.0,Kabasele,2250,0,2,7,35,0,0,0,1,2,0,4,382,477.0,55.3,164.0,69.9,143,51,339,115,227,55,232,68
566,100.0,100.0,155651,0,0,-2,2,0,2,0.7,0.2,1,Adam,0.7,355,False,,2019-12-12T22:00:15.473547Z,43,155651.jpg,2.5,Masina,0.3,False,,a,18,57,66,50760,0,34320,0,0.2,15.3,Masina,1815,1,0,6,31,0,0,0,3,0,0,4,281,351.2,201.3,109.0,66.4,211,79,198,46,268,77,246,76
567,100.0,100.0,20145,0,0,-4,4,0,2,-0.5,-0.2,1,Adrian,0.3,356,False,,2019-12-28T17:00:19.627436Z,41,20145.jpg,1.3,Mariappa,0.2,False,,a,18,57,26,34723,0,37263,0,0.1,6.3,Mariappa,1509,0,0,3,33,1,0,0,4,1,0,1,185,216.6,75.2,32.0,31.7,306,117,302,96,370,134,354,128
568,100.0,100.0,54484,0,0,-3,3,0,2,1.2,-0.2,0,Francisco,0.3,357,False,,2020-01-01T17:30:18.675582Z,42,54484.jpg,1.9,Femenía Far,0.9,False,,a,18,57,54,152253,0,143716,0,0.1,12.9,Kiko Femenía,2236,0,1,5,46,0,0,0,5,0,0,0,366,363.2,320.9,58.0,74.4,202,75,132,31,336,118,216,60
569,100.0,100.0,41338,0,0,-4,4,1,2,-0.5,-0.5,0,Craig,0.0,358,False,,2019-12-28T19:30:17.240152Z,41,41338.jpg,2.7,Cathcart,2.8,False,,a,18,57,77,425912,0,493682,0,0.0,18.8,Cathcart,2488,0,0,9,37,0,0,0,7,0,0,3,441,458.0,34.8,57.0,55.1,150,55,368,131,339,121,283,91
570,100.0,0.0,52940,0,0,-5,5,1,2,0.0,0.0,0,Daryl,0.0,359,False,,2020-06-15T00:30:15.706566Z,40,52940.jpg,4.5,Janmaat,0.5,False,,a,18,57,36,224488,0,236098,0,0.0,9.0,Janmaat,606,0,1,4,5,1,0,0,1,0,0,7,148,116.0,108.4,46.0,27.1,367,142,269,77,354,127,367,132
571,100.0,0.0,220166,0,0,-1,1,0,2,0.0,0.0,0,Marc,0.0,360,False,,2019-07-26T16:00:12.508474Z,39,220166.jpg,0.0,Navarro,0.3,False,,a,18,57,0,53044,0,45057,0,0.0,0.0,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518,188,498,188,467,179,520,188
572,0.0,0.0,41945,0,0,-1,1,9,2,0.0,0.0,0,Sebastian,0.0,361,False,Contract terminated on 31/1,2019-11-21T17:30:19.779527Z,39,41945.jpg,1.0,Prödl,1.0,False,,u,18,57,1,71138,0,125821,0,0.0,0.3,Prödl,56,0,0,0,0,0,0,0,0,0,0,0,3,1.8,0.1,8.0,1.0,496,179,480,179,421,156,490,177
573,100.0,100.0,41725,0,0,-3,3,2,4,4.3,4.8,6,Troy,5.3,362,False,,2019-08-22T16:30:07.834073Z,62,41725.jpg,4.0,Deeney,1.7,False,,a,18,57,109,378484,0,458663,0,0.9,17.6,Deeney,2224,10,2,6,39,0,0,1,3,0,0,15,403,536.0,378.5,801.0,171.4,113,16,109,16,40,23,53,20
574,100.0,0.0,94924,0,0,-4,4,2,4,0.0,0.0,0,Gerard,0.0,363,False,,2020-02-29T20:00:17.592234Z,61,94924.jpg,3.1,Deulofeu,1.7,False,,a,18,57,88,406787,0,679802,0,0.0,14.4,Deulofeu,2097,4,5,8,33,0,0,0,3,0,0,9,330,458.4,602.3,896.0,195.4,149,18,33,3,32,17,41,15
575,,,73426,0,0,-5,5,0,4,-0.2,-0.2,0,Andre,0.3,364,False,,,55,73426.jpg,1.7,Gray,0.4,False,,a,18,57,39,44672,0,78847,0,0.1,7.1,Gray,741,2,1,0,17,0,0,0,1,0,0,2,117,106.2,129.5,287.0,51.2,379,47,252,41,139,42,299,45
576,100.0,0.0,173514,0,0,-3,3,0,4,0.0,0.0,0,Isaac,0.0,365,False,,2020-06-18T16:30:14.601605Z,47,173514.jpg,0.8,Success Ajayi,0.3,False,,a,18,57,4,23330,0,60158,0,0.0,0.9,Success,65,0,0,0,3,0,0,0,1,0,0,0,8,6.2,13.6,17.0,3.7,479,65,415,62,403,68,459,65
577,,,9089,0,0,-1,1,1,1,2.8,3.2,1,Ben,3.7,366,False,,,49,9089.jpg,3.6,Foster,3.6,False,,a,18,57,137,482603,0,435821,0,0.8,28.0,Foster,3420,0,0,9,64,0,1,0,1,0,117,17,686,904.6,10.1,17.0,93.5,17,5,426,6,404,2,167,5
578,100.0,0.0,206882,0,0,-3,3,0,1,0.0,0.0,0,Pontus,0.0,367,False,,2020-01-31T20:30:18.862484Z,42,206882.jpg,0.0,Dahlberg,0.1,False,,a,18,57,0,1794,0,7396,0,0.0,0.0,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571,63,555,45,529,39,573,63
579,100.0,100.0,121599,0,0,-6,6,1,3,1.8,2.5,2,Abdoulaye,3.0,368,False,,2019-12-22T16:30:23.335692Z,54,121599.jpg,3.1,Doucouré,1.7,False,,a,18,57,113,361157,0,454787,0,0.6,20.9,Doucouré,3156,4,4,10,61,1,0,0,9,0,0,9,459,529.6,539.0,667.0,173.4,119,40,48,37,48,24,51,28
580,100.0,100.0,61566,0,0,-4,4,0,3,0.3,0.5,1,Roberto,1.0,369,False,,2020-01-05T01:00:12.397900Z,56,61566.jpg,2.1,Pereyra,0.6,False,,a,18,57,60,38369,0,252494,0,0.2,10.7,Pereyra,1641,3,0,5,27,0,0,0,4,0,0,0,194,237.8,293.4,350.0,88.0,286,117,143,89,109,57,183,94
581,100.0,100.0,108413,0,0,-2,2,0,3,0.7,0.5,1,Will,1.0,370,False,,2019-12-28T17:00:19.675638Z,53,108413.jpg,2.1,Hughes,0.3,False,,a,18,57,62,64913,0,71844,0,0.2,11.7,Hughes,2249,1,1,5,46,0,0,0,9,0,0,3,265,352.2,413.1,270.0,103.6,210,86,97,68,151,85,144,76
582,100.0,100.0,43250,0,0,-2,2,0,3,0.3,0.8,1,Tom,1.3,371,False,,2019-10-26T16:30:19.666204Z,48,43250.jpg,1.8,Cleverley,0.1,False,,a,18,57,33,21937,0,26972,0,0.3,6.9,Cleverley,964,1,0,1,26,0,0,0,2,0,0,2,153,174.8,219.2,221.0,61.6,331,140,185,117,183,99,265,127
583,100.0,0.0,157775,0,0,-3,3,0,3,0.0,0.0,0,Ken,0.0,372,False,,2019-08-22T10:30:11.423152Z,47,157775.jpg,0.0,Sema,0.0,False,,a,18,57,0,904,0,3340,0,0.0,0.0,Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641,261,633,262,626,261,643,263
584,100.0,75.0,38439,0,0,-2,2,0,3,1.0,-0.4,0,Etienne,0.0,373,False,,2020-07-17T22:00:17.686887Z,48,38439.jpg,2.6,Capoue,0.3,False,,a,18,57,78,45067,0,84977,0,0.0,16.2,Capoue,2627,0,4,8,48,0,0,0,8,0,0,7,394,482.8,313.6,102.0,90.0,141,54,134,83,277,141,176,89
585,100.0,100.0,89085,0,0,-1,1,0,3,0.3,0.5,1,Nathaniel,1.0,374,False,,2020-02-02T22:30:14.195243Z,44,89085.jpg,1.6,Chalobah,0.2,False,,a,18,57,36,22780,0,28956,0,0.2,8.2,Chalobah,919,0,1,2,14,0,0,0,1,0,0,2,142,162.2,130.3,55.0,34.5,338,142,251,143,342,164,348,152
586,100.0,100.0,216058,0,0,-2,2,0,3,-0.5,-0.5,0,Domingos,0.0,375,False,,2019-10-29T22:00:19.938793Z,43,216058.jpg,1.0,Quina,0.1,False,,a,18,57,4,10639,0,13215,0,0.0,0.9,Quina,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7.0,1.5,472,197,472,212,425,197,484,203
587,100.0,100.0,60232,0,0,-2,2,0,2,1.7,-0.2,0,Craig,0.3,439,False,,2020-02-02T22:30:14.335355Z,48,60232.jpg,2.1,Dawson,0.3,False,,a,18,57,61,38534,0,37004,0,0.1,12.7,Dawson,2359,2,0,4,49,0,0,0,6,0,0,2,353,550.6,67.5,403.0,102.1,103,40,317,103,97,11,147,38
588,100.0,100.0,50175,0,0,-2,2,1,4,2.2,3.5,9,Danny,4.0,512,False,,2019-10-19T16:00:16.571131Z,58,50175.jpg,2.2,Welbeck,0.2,False,,a,18,57,39,26243,0,29370,0,0.7,6.7,Welbeck,813,2,1,1,15,0,0,0,0,0,0,3,93,128.2,51.5,350.0,53.0,359,46,348,52,110,39,294,44
589,,,18656,0,0,-2,2,0,1,-0.5,-0.5,0,Heurelho da Silva,0.0,513,False,,,43,18656.jpg,0.0,Gomes,0.2,False,,a,18,57,0,7607,0,11883,0,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,573,64,558,47,533,41,575,64
590,100.0,100.0,232185,0,0,-6,6,2,3,2.5,3.2,7,Ismaïla,3.7,525,False,,2020-01-18T14:30:17.497310Z,59,232185.jpg,3.8,Sarr,1.3,False,,a,18,57,107,479031,0,424886,0,0.6,18.1,Sarr,2023,5,7,6,35,0,0,0,1,0,0,7,300,392.0,391.9,637.0,142.2,189,75,101,69,53,28,76,45
591,100.0,0.0,96767,0,0,-1,1,7,2,0.0,0.0,0,Dimitri,0.0,542,False,,2020-01-02T14:30:16.327156Z,39,96767.jpg,0.3,Foulquier,0.2,False,,a,18,57,1,23858,0,20514,0,0.0,0.3,Foulquier,57,0,0,0,6,0,0,0,0,0,0,0,12,8.0,1.0,0.0,1.0,471,177,469,176,458,172,491,178
